AT1G01730.1,AT1G01730.1-Protein;	Chr1	[(271002, 271289), (271379, 271433), (271541, 271872)]
AT1G01750.1,AT1G01750.1-Protein;	Chr1	[(275528, 275530), (275632, 275897), (275973, 276126)]
AT1G01770.1,AT1G01770.1-Protein;	Chr1	[(278759, 278809), (278887, 279088), (279166, 279240), (279327, 279425), (279536, 279576), (279797, 279910), (279974, 280088), (280180, 280370), (280449, 280568), (280657, 280737), (280889, 281121), (281309, 281348), (281438, 281536), (281759, 282189), (282484, 282490)]
AT1G01780.1,AT1G01780.1-Protein;	Chr1	[(282919, 283053), (283132, 283231), (283314, 283336), (283444, 283533), (283813, 284082)]
AT1G01790.1,AT1G01790.1-Protein;	Chr1	[(284781, 286351), (286452, 286623), (286717, 286807), (286997, 287133), (287221, 287280), (287395, 287514), (287642, 287710), (287789, 287854), (288087, 288176), (288401, 288505), (288593, 288721), (288882, 289091), (289237, 289386), (289539, 289592), (289718, 289776), (290028, 290094), (290170, 290346), (290439, 290495), (290578, 290652), (290747, 290869)]
AT1G01800.1,AT1G01800.1-Protein;	Chr1	[(293396, 293409), (293500, 293752), (294055, 294120), (294210, 294386), (294511, 294888)]
AT1G01800.2,AT1G01800.2-Protein;	Chr1	[(293595, 293756), (294055, 294120), (294210, 294386), (294511, 294888)]
AT1G01810.1,AT1G01810.1-Protein;	Chr1	[(295242, 295724)]
AT1G01840.1,AT1G01840.1-Protein;	Chr1	[(303650, 304108)]
AT2G01008.1,AT2G01008.1-Protein;	Chr2	[(1025, 1272), (1458, 1510), (1873, 2111)]
AT2G01021.1,AT2G01021.1-Protein;	Chr2	[(6571, 6672)]
AT2G01070.1,AT2G01070.1-Protein;	Chr2	[(75596, 75780), (75858, 76779), (76880, 76975), (77145, 77281), (77475, 77625)]
AT2G01070.2,AT2G01070.2-Protein;	Chr2	[(75596, 75780), (75858, 76779), (76880, 76975), (77145, 77300)]
AT2G01080.1,AT2G01080.1-Protein;	Chr2	[(78038, 78646), (79090, 79176)]
AT2G01090.1,AT2G01090.1-Protein;	Chr2	[(80179, 80180), (80606, 80690), (80856, 80957)]
AT2G01090.2,AT2G01090.2-Protein;	Chr2	[(80179, 80180), (80606, 80690), (80856, 80957)]
AT2G01100.1,AT2G01100.1-Protein;	Chr2	[(82245, 82988)]
AT2G01100.2,AT2G01100.2-Protein;	Chr2	[(82245, 82988)]
AT2G01100.3,AT2G01100.3-Protein;	Chr2	[(82245, 82988)]
AT2G01120.1,AT2G01120.1-Protein;	Chr2	[(85444, 85553), (85642, 85732), (85821, 85877), (85965, 86012), (86097, 86147), (86234, 86277), (86351, 86414), (86512, 86601), (86748, 86839), (86923, 87004), (87121, 87206), (87286, 87395), (87467, 87559), (87630, 87694), (87761, 87904), (87998, 88027)]
AT2G01120.2,AT2G01120.2-Protein;	Chr2	[(85444, 85553), (85642, 85732), (85821, 85877), (85965, 86012), (86097, 86147), (86234, 86277), (86351, 86414), (86512, 86601), (86748, 86839), (86923, 87004), (87121, 87206), (87268, 87395), (87467, 87559), (87630, 87694), (87761, 87904), (87998, 88027)]
AT2G01150.1,AT2G01150.1-Protein;	Chr2	[(100703, 101146)]
AT2G01190.1,AT2G01190.1-Protein;	Chr2	[(115023, 116323), (116435, 117296)]
AT2G01200.1,AT2G01200.1-Protein;	Chr2	[(118385, 118532), (118636, 118887), (118975, 119006)]
AT2G01200.2,AT2G01200.2-Protein;	Chr2	[(118385, 118532), (118636, 118887), (118967, 119075), (119153, 119219)]
AT2G01220.1,AT2G01220.1-Protein;	Chr2	[(123301, 123390), (123483, 123581), (123671, 123755), (123854, 123923), (124065, 124125), (124216, 124269), (124551, 124707), (124814, 124907), (125274, 125383), (125592, 125698), (125876, 125986), (126088, 126213)]
AT2G01220.2,AT2G01220.2-Protein;	Chr2	[(123301, 123390), (123483, 123581), (123671, 123755), (123854, 123923), (124065, 124125), (124216, 124269), (124551, 124707), (124811, 124907), (125274, 125383), (125592, 125698), (125876, 125986), (126088, 126213)]
AT2G01270.1,AT2G01270.1-Protein;	Chr2	[(139457, 139650), (139916, 139940), (140010, 140102), (140200, 140381), (140546, 140615), (140712, 140780), (140861, 140937), (141030, 141171), (141255, 141295), (141377, 141523), (141608, 142039), (142126, 142141)]
AT2G01280.1,AT2G01280.1-Protein;	Chr2	[(145676, 145737), (145836, 145921), (145992, 146048), (146117, 146205), (146277, 146353), (146472, 146489), (146602, 146714), (146856, 146944), (147028, 147114), (147208, 147288), (147370, 147513), (147612, 147780), (147866, 147954), (148053, 148133), (148207, 148374), (148454, 148516), (148611, 148784)]
AT2G01340.1,AT2G01340.1-Protein;	Chr2	[(164014, 164187), (164293, 164709), (165012, 165068)]
AT2G01360.1,AT2G01360.1-Protein;	Chr2	[(168003, 168479)]
AT2G01390.1,AT2G01390.1-Protein;	Chr2	[(172256, 172976), (173125, 174137)]
AT2G01400.1,AT2G01400.1-Protein;	Chr2	[(174315, 174434), (174760, 175080)]
AT3G01010.1,AT3G01010.1-Protein;	Chr3	[(4342, 4818)]
AT3G01020.1,AT3G01020.1-Protein;	Chr3	[(5139, 5427), (5536, 5590), (5746, 5893)]
AT3G01030.1,AT3G01030.1-Protein;	Chr3	[(6657, 7772)]
AT3G01040.1,AT3G01040.1-Protein;	Chr3	[(9392, 9602), (10106, 10161), (10265, 10423), (10507, 11097), (11302, 11604), (11698, 11979)]
AT3G01040.2,AT3G01040.2-Protein;	Chr3	[(9392, 9602), (10106, 10161), (10268, 10423), (10507, 11097), (11302, 11604), (11698, 11979)]
AT3G01050.1,AT3G01050.1-Protein;	Chr3	[(13854, 13986), (14325, 14489), (14620, 14675)]
AT3G01070.1,AT3G01070.1-Protein;	Chr3	[(19659, 19827), (20110, 20444)]
AT3G01080.1,AT3G01080.1-Protein;	Chr3	[(25507, 25742), (25857, 25890), (26242, 26801), (26895, 27041), (27155, 27449)]
AT3G01085.1,AT3G01085.1-Protein;	Chr3	[(28060, 28419), (28525, 28809), (28903, 29220), (29300, 29530), (29625, 29725), (29801, 29912), (29999, 30355), (30431, 30556)]
AT3G01150.1,AT3G01150.1-Protein;	Chr3	[(51732, 51914), (52155, 52364), (52889, 52951), (53043, 53212), (53300, 53357), (53452, 53556), (53636, 53717), (53846, 53958), (54129, 54344)]
AT3G01150.2,AT3G01150.2-Protein;	Chr3	[(51732, 51914), (52155, 52340), (53043, 53212), (53300, 53357), (53452, 53556), (53636, 53717), (53846, 53958), (54129, 54344)]
AT3G01170.1,AT3G01170.1-Protein;	Chr3	[(58043, 58690)]
AT3G01175.1,AT3G01175.1-Protein;	Chr3	[(59484, 60336), (60493, 60845)]
AT3G01185.1,AT3G01185.1-Protein;	Chr3	[(66471, 66917)]
AT3G01210.1,AT3G01210.1-Protein;	Chr3	[(72182, 72297), (72382, 72457), (72528, 72626), (72701, 73159)]
AT3G01220.1,AT3G01220.1-Protein;	Chr3	[(73599, 73737), (73814, 74199), (74960, 75295)]
AT3G01250.1,AT3G01250.1-Protein;	Chr3	[(79404, 79898)]
AT3G01280.1,AT3G01280.1-Protein;	Chr3	[(85754, 85802), (86302, 86369), (86599, 86709), (86824, 86910), (87011, 87219), (87306, 87612)]
AT3G01320.1,AT3G01320.1-Protein;	Chr3	[(106730, 106806), (106960, 107151), (107239, 107422), (107513, 107611), (107681, 107848), (107938, 108214), (108404, 108540), (108620, 108698), (108781, 108816), (108914, 109107), (109182, 109336), (109410, 109537), (109659, 109913), (110059, 110751), (110832, 110920), (111150, 111728), (111794, 111894), (111986, 112124), (112218, 112370), (112473, 112639), (112835, 112928), (113075, 113197)]
AT3G01320.2,AT3G01320.2-Protein;	Chr3	[(106730, 106806), (106960, 107151), (107239, 107422), (107513, 107611), (107681, 107848), (107938, 108178), (108404, 108540), (108620, 108698), (108781, 108816), (108914, 109107), (109182, 109336), (109410, 109537), (109659, 109913), (110059, 110751), (110832, 110920), (111150, 111728), (111794, 111894), (111986, 112124), (112218, 112370), (112473, 112639), (112835, 112928), (113075, 113197)]
AT3G01322.1,AT3G01322.1-Protein;	Chr3	[(114290, 114604)]
AT3G01326.1,AT3G01326.1-Protein;	Chr3	[(115359, 115664)]
AT3G01345.1,AT3G01345.1-Protein;	Chr3	[(129319, 130719)]
AT3G01350.1,AT3G01350.1-Protein;	Chr3	[(135024, 135078), (135175, 135392), (135958, 136493), (136578, 137460)]
AT3G01370.1,AT3G01370.1-Protein;	Chr3	[(139033, 139722), (139856, 140363), (140450, 140580), (140717, 141031), (141117, 141273), (141432, 141724), (141860, 141919), (142004, 142060), (142155, 142268), (142385, 142564), (142651, 142840), (143049, 143179), (143268, 143477)]
AT3G01400.1,AT3G01400.1-Protein;	Chr3	[(151920, 152987)]
AT3G01440.1,AT3G01440.1-Protein;	Chr3	[(168478, 168754), (168899, 169185), (169309, 169407)]
AT3G01460.1,AT3G01460.1-Protein;	Chr3	[(173316, 173830), (174254, 174941), (175032, 176144), (176250, 176930), (177318, 177620), (177821, 178156), (178510, 178608), (178962, 179396), (179584, 181635), (181730, 182038)]
AT3G01480.1,AT3G01480.1-Protein;	Chr3	[(188569, 188709), (189005, 189298), (189428, 189627), (189741, 189976), (190056, 190198), (190285, 190356), (190447, 190674)]
AT3G01480.2,AT3G01480.2-Protein;	Chr3	[(188569, 188709), (189005, 189298), (189428, 189627), (189741, 189976), (190056, 190252)]
AT3G01516.1,AT3G01516.1-Protein;	Chr3	[(207426, 207989)]
AT3G01520.1,AT3G01520.1-Protein;	Chr3	[(208506, 208683), (209100, 209221), (209360, 209478), (209813, 209921)]
AT3G01560.1,AT3G01560.1-Protein;	Chr3	[(219884, 220192), (220313, 220594), (220763, 221707)]
AT3G01590.1,AT3G01590.1-Protein;	Chr3	[(226647, 226724), (226957, 227031), (227105, 227161), (227251, 227408), (227518, 227649), (227746, 227848), (227939, 228038), (228129, 228346)]
AT3G01590.2,AT3G01590.2-Protein;	Chr3	[(226647, 226724), (226957, 227031), (227105, 227161), (227251, 227408), (227518, 227649), (227746, 227848), (227939, 228038), (228129, 228346)]
AT3G01600.1,AT3G01600.1-Protein;	Chr3	[(229365, 229372), (229714, 229846), (229921, 230107), (230237, 230718), (230803, 231105)]
AT3G01610.1,AT3G01610.1-Protein;	Chr3	[(231787, 232711), (232807, 233393), (233481, 233633), (233721, 233837), (233931, 234035), (234200, 234265)]
AT4G00030.1,AT4G00030.1-Protein;	Chr4	[(13565, 14028), (14114, 14179), (14258, 14366)]
AT4G00040.1,AT4G00040.1-Protein;	Chr4	[(14653, 14833), (14921, 15897)]
AT4G00050.1,AT4G00050.1-Protein;	Chr4	[(17863, 17954), (18030, 18513), (18600, 18692), (18805, 18870), (19296, 19673), (19762, 19848)]
AT4G00060.1,AT4G00060.1-Protein;	Chr4	[(21437, 22297), (22687, 23199), (23274, 23384), (23458, 25218), (25294, 25410), (25559, 25741), (25818, 25880), (26339, 26410), (26501, 26752), (26884, 27003), (27219, 27278), (27383, 27423), (27522, 27599), (27688, 27772), (27868, 27996)]
AT4G00080.1,AT4G00080.1-Protein;	Chr4	[(32946, 33575)]
AT4G00090.1,AT4G00090.1-Protein;	Chr4	[(34234, 34437), (34545, 34650), (34748, 34808), (34922, 35202), (35411, 35550), (35627, 35701), (35811, 35901), (36070, 36273), (36387, 36431), (36509, 36594)]
AT4G00100.1,AT4G00100.1-Protein;	Chr4	[(37172, 37194), (37274, 37346), (37429, 37567), (37651, 37837), (38090, 38123)]
AT4G00130.1,AT4G00130.1-Protein;	Chr4	[(48414, 48506), (48577, 49068)]
AT4G00160.1,AT4G00160.1-Protein;	Chr4	[(63465, 63475), (63850, 64726), (64801, 64935), (65027, 65365)]
AT4G00220.1,AT4G00220.1-Protein;	Chr4	[(90147, 90455), (91710, 92087)]
AT4G00230.1,AT4G00230.1-Protein;	Chr4	[(93935, 94039), (94151, 94242), (94369, 94466), (94557, 94700), (94791, 94896), (95202, 95715), (95790, 95887), (95966, 96190), (96273, 96381), (96460, 96673), (96745, 97289)]
AT4G00231.1,AT4G00231.1-Protein;	Chr4	[(97528, 98107), (98203, 99050)]
AT4G00234.1,AT4G00234.1-Protein;	Chr4	[(100919, 101436), (101515, 101788)]
AT4G00260.1,AT4G00260.1-Protein;	Chr4	[(114971, 115024), (115122, 115407), (115514, 115623), (115703, 116012), (116106, 116227), (116303, 116707), (116752, 117051)]
AT4G00300.1,AT4G00300.1-Protein;	Chr4	[(126509, 127360), (127512, 128060), (129170, 130126)]
AT4G00300.2,AT4G00300.2-Protein;	Chr4	[(128690, 130126)]
AT4G00305.1,AT4G00305.1-Protein;	Chr4	[(131550, 131930)]
AT4G00310.1,AT4G00310.1-Protein;	Chr4	[(133857, 134081), (134367, 134434), (134620, 135235)]
AT4G00310.2,AT4G00310.2-Protein;	Chr4	[(133857, 134081), (134367, 134434), (134620, 135235)]
AT4G00315.1,AT4G00315.1-Protein;	Chr4	[(137404, 138300), (138379, 138519), (138601, 138888)]
AT4G00320.1,AT4G00320.1-Protein;	Chr4	[(139939, 140916), (141010, 141150), (141239, 141643)]
AT4G00335.1,AT4G00335.1-Protein;	Chr4	[(146866, 146928), (147195, 147564), (147654, 147763), (147933, 147962)]
AT4G00335.2,AT4G00335.2-Protein;	Chr4	[(146866, 146928), (147195, 147564), (147654, 147763), (147933, 147962)]
AT4G00335.3,AT4G00335.3-Protein;	Chr4	[(146866, 146928), (147195, 147564), (147654, 147765), (147933, 147957)]
AT4G00340.1,AT4G00340.1-Protein;	Chr4	[(148958, 151053), (151136, 151496)]
AT4G00350.1,AT4G00350.1-Protein;	Chr4	[(151978, 152406), (152491, 153116), (153194, 153250), (153320, 153677), (153749, 153835), (153917, 153988)]
AT4G00355.1,AT4G00355.1-Protein;	Chr4	[(155207, 155902), (155986, 156090)]
AT4G00355.2,AT4G00355.2-Protein;	Chr4	[(155207, 155902), (155986, 156090)]
AT4G00355.3,AT4G00355.3-Protein;	Chr4	[(155207, 155902), (155986, 156090)]
AT4G00355.4,AT4G00355.4-Protein;	Chr4	[(155207, 156001)]
AT4G00360.1,AT4G00360.1-Protein;	Chr4	[(160951, 161372), (161539, 162778)]
AT4G00380.1,AT4G00380.1-Protein;	Chr4	[(167959, 168862), (168946, 169127), (169242, 169331), (169417, 169704), (169807, 170019), (170218, 170448)]
AT4G00416.1,AT4G00416.1-Protein;	Chr4	[(179022, 179513)]
AT5G01030.1,AT5G01030.1-Protein;	Chr5	[(10638, 12665), (12797, 13003)]
AT5G01030.2,AT5G01030.2-Protein;	Chr5	[(10638, 12665), (12797, 13003)]
AT5G01060.1,AT5G01060.1-Protein;	Chr5	[(22740, 23054), (23136, 23271), (23359, 23492), (23580, 23771), (23858, 24079), (24181, 24336), (24412, 24525), (24617, 24847)]
AT5G01090.1,AT5G01090.1-Protein;	Chr5	[(33055, 34116)]
AT5G01120.1,AT5G01120.1-Protein;	Chr5	[(45281, 45928), (46012, 46761), (46852, 46986)]
AT5G01130.1,AT5G01130.1-Protein;	Chr5	[(47642, 48253), (48355, 49005), (49079, 49174)]
AT5G01140.1,AT5G01140.1-Protein;	Chr5	[(49891, 49975), (50024, 51222), (51300, 51437)]
AT5G01150.1,AT5G01150.1-Protein;	Chr5	[(51988, 52623), (52708, 53439), (53512, 53649)]
AT5G01160.1,AT5G01160.1-Protein;	Chr5	[(54280, 54534), (54657, 54715), (54959, 55727)]
AT5G01170.1,AT5G01170.1-Protein;	Chr5	[(58315, 60021)]
AT5G01190.1,AT5G01190.1-Protein;	Chr5	[(72392, 72481), (72617, 72768), (72859, 73103), (73194, 73322), (73434, 74363), (74482, 74612)]
AT5G01200.1,AT5G01200.1-Protein;	Chr5	[(77116, 77576), (77952, 78294)]
AT5G01210.1,AT5G01210.1-Protein;	Chr5	[(84554, 85981)]
AT5G01225.1,AT5G01225.1-Protein;	Chr5	[(91920, 92324)]
AT5G01240.1,AT5G01240.1-Protein;	Chr5	[(98228, 98419), (98615, 98803), (98931, 99043), (99176, 99359), (99441, 99538), (100118, 100325), (100634, 100891), (101269, 101493)]
AT5G01240.2,AT5G01240.2-Protein;	Chr5	[(98663, 98803), (98931, 99043), (99176, 99359), (99441, 99538), (100118, 100325), (100634, 100891), (101269, 101493)]
AT5G01260.1,AT5G01260.1-Protein;	Chr5	[(105367, 105582), (105697, 105888), (105976, 106488)]
AT5G01260.2,AT5G01260.2-Protein;	Chr5	[(105367, 105582), (105697, 105888), (105976, 106476), (106797, 107045)]
AT5G01290.1,AT5G01290.1-Protein;	Chr5	[(117520, 117618), (117742, 117859), (117933, 118084), (118160, 118243), (118330, 118392), (118522, 118656), (118749, 118955), (119355, 119474), (119697, 119746), (119877, 120039), (120120, 120260), (120426, 120533), (120615, 120713), (120864, 121172), (121267, 121392)]
AT5G01310.1,AT5G01310.1-Protein;	Chr5	[(125304, 125805), (126225, 126502), (126668, 127539), (127617, 128214), (128300, 128470), (128643, 128960)]
AT5G01370.1,AT5G01370.1-Protein;	Chr5	[(152575, 153523), (153961, 154295)]
AT5G01440.1,AT5G01440.1-Protein;	Chr5	[(179822, 179914), (179995, 180098), (180211, 180355), (180442, 180545), (180713, 180922), (181007, 181190), (181248, 181283)]
AT5G01460.1,AT5G01460.1-Protein;	Chr5	[(186823, 187172), (187270, 187355), (187542, 187657), (187775, 187885), (188070, 188168), (188291, 188413), (188695, 188757), (188840, 188904), (189004, 189113), (189215, 189329), (189424, 189489), (189592, 189702), (189792, 189858), (189961, 190008)]
AT5G01470.1,AT5G01470.1-Protein;	Chr5	[(190953, 191010), (191099, 191160), (191465, 191598), (191756, 191901), (191986, 192057), (192129, 192215), (192296, 192462)]
AT5G01470.2,AT5G01470.2-Protein;	Chr5	[(190953, 191010), (191099, 191160), (191465, 191598), (191756, 191901), (191986, 192057), (192129, 192227), (192296, 192462)]
AT5G01470.3,AT5G01470.3-Protein;	Chr5	[(190953, 191010), (191099, 191160), (191465, 191598), (191756, 191901), (191986, 192057), (192129, 192215), (192302, 192462)]
AT5G01480.1,AT5G01480.1-Protein;	Chr5	[(192990, 194231)]
AT5G01490.1,AT5G01490.1-Protein;	Chr5	[(195589, 195876), (195984, 196051), (196160, 196188), (196453, 196649), (196782, 197003), (197099, 197239), (197328, 197444), (197543, 197596), (197823, 197939), (198024, 198114), (198204, 198240), (198462, 198465)]
AT5G01500.1,AT5G01500.1-Protein;	Chr5	[(199017, 199448), (199804, 199860), (199958, 200020), (200113, 200169), (200280, 200363), (200441, 200509), (200586, 200698), (200783, 200952), (201036, 201114), (201206, 201329)]
AT5G01510.1,AT5G01510.1-Protein;	Chr5	[(201702, 201856), (201940, 202002), (202088, 202245), (202390, 202490), (202609, 202679), (202773, 202819), (202900, 202978), (203082, 203154), (203269, 203358), (203458, 203517), (203641, 203754), (203839, 203899), (203969, 204087), (204183, 204275), (204906, 205151)]
AT5G01520.1,AT5G01520.1-Protein;	Chr5	[(206797, 206861), (207453, 207603), (207703, 207769), (207867, 208101), (208189, 208399)]
AT5G01520.2,AT5G01520.2-Protein;	Chr5	[(206797, 206861), (207453, 207603), (207703, 207769), (207867, 208101), (208170, 208170)]
AT5G01530.1,AT5G01530.1-Protein;	Chr5	[(209084, 209593), (209881, 210243)]
AT5G01570.1,AT5G01570.1-Protein;	Chr5	[(221367, 221538), (221607, 221752), (221865, 221929), (222068, 222141), (222244, 222327), (222640, 222669), (222764, 222798)]
AT5G01590.1,AT5G01590.1-Protein;	Chr5	[(224249, 224942), (225406, 225603), (225723, 226005), (226096, 226258), (226375, 226620)]
AT5G01610.1,AT5G01610.1-Protein;	Chr5	[(231075, 231161), (231485, 231539), (231624, 231994)]
AT5G01620.1,AT5G01620.1-Protein;	Chr5	[(232882, 233092), (233207, 233492), (233691, 233862), (233964, 234160), (234242, 234394), (234491, 234821)]
AT5G01620.2,AT5G01620.2-Protein;	Chr5	[(232882, 233092), (233207, 233492), (233691, 233862), (233964, 234160), (234242, 234394), (234491, 234821)]
AT5G01620.3,AT5G01620.3-Protein;	Chr5	[(232882, 233092), (233183, 233492), (233691, 233862), (233964, 234160), (234242, 234394), (234491, 234821)]
AT5G01670.1,AT5G01670.1-Protein;	Chr5	[(252000, 252143), (252298, 252348), (252448, 252521), (252603, 252690), (252762, 252968), (253043, 253114), (253186, 253428), (253767, 253856)]
