AT1G01725.1,AT1G01725.1-Protein;	Chr1	[(270622, 270735), (270016, 270090)]
AT1G01740.1,AT1G01740.1-Protein;	Chr1	[(274167, 274239), (273863, 274083), (273653, 273788), (273429, 273562), (273234, 273339), (273064, 273149), (272651, 272983), (272445, 272555), (272111, 272362)]
AT1G01740.2,AT1G01740.2-Protein;	Chr1	[(274167, 274239), (273863, 274083), (273653, 273788), (273429, 273562), (273234, 273339), (273064, 273149), (272651, 272983), (272445, 272555), (272111, 272362)]
AT1G01760.1,AT1G01760.1-Protein;	Chr1	[(278316, 278448), (277947, 278252), (277717, 277863), (277493, 277606), (277232, 277401), (277077, 277153), (276870, 276989), (276706, 276793), (276412, 276519)]
AT1G01820.1,AT1G01820.1-Protein;	Chr1	[(297532, 297723), (297101, 297175), (296951, 297025), (296782, 296862), (296626, 296700), (296362, 296535), (296213, 296248)]
AT1G01830.1,AT1G01830.1-Protein;	Chr1	[(298717, 300441)]
AT1G01830.2,AT1G01830.2-Protein;	Chr1	[(298717, 300441)]
AT1G01830.3,AT1G01830.3-Protein;	Chr1	[(298717, 300441)]
AT2G01023.1,AT2G01023.1-Protein;	Chr2	[(9648, 9767)]
AT2G01050.1,AT2G01050.1-Protein;	Chr2	[(68337, 69884)]
AT2G01060.1,AT2G01060.1-Protein;	Chr2	[(74785, 74902), (74509, 74585), (74383, 74425), (74240, 74297), (74073, 74142), (73456, 73950)]
AT2G01060.2,AT2G01060.2-Protein;	Chr2	[(74509, 74556), (74383, 74425), (74240, 74297), (74073, 74142), (73456, 73950)]
AT2G01110.1,AT2G01110.1-Protein;	Chr2	[(84836, 85088), (84450, 84718), (84085, 84375), (83786, 83995)]
AT2G01130.1,AT2G01130.1-Protein;	Chr2	[(94495, 94635), (94187, 94347), (94028, 94115), (93709, 93933), (93529, 93624), (93201, 93389), (92925, 93084), (92709, 92839), (92404, 92571), (92057, 92329), (91655, 91849), (91102, 91305), (90899, 90968), (90671, 90819), (90046, 90351), (89897, 89956), (89649, 89801), (89437, 89547), (88847, 89308)]
AT2G01140.1,AT2G01140.1-Protein;	Chr2	[(96336, 96491), (95954, 96223), (95749, 95858), (95006, 95645)]
AT2G01170.1,AT2G01170.1-Protein;	Chr2	[(104362, 104462), (104033, 104293), (103926, 103944), (103623, 103842), (103362, 103543), (102999, 103288), (102788, 102917), (102364, 102711)]
AT2G01170.2,AT2G01170.2-Protein;	Chr2	[(104033, 104157), (103926, 103944), (103623, 103842), (103362, 103543), (102999, 103288), (102788, 102917), (102364, 102711)]
AT2G01175.1,AT2G01175.1-Protein;	Chr2	[(105572, 105760)]
AT2G01180.1,AT2G01180.1-Protein;	Chr2	[(108505, 108555), (107182, 108114)]
AT2G01180.2,AT2G01180.2-Protein;	Chr2	[(107182, 108090)]
AT2G01210.1,AT2G01210.1-Protein;	Chr2	[(120264, 121734), (119509, 120188)]
AT2G01240.1,AT2G01240.1-Protein;	Chr2	[(129107, 129256), (128863, 128970), (128706, 128775), (128440, 128594)]
AT2G01250.1,AT2G01250.1-Protein;	Chr2	[(134091, 134264), (133923, 134020), (133773, 133830), (133455, 133534), (133258, 133360), (132943, 133158)]
AT2G01250.2,AT2G01250.2-Protein;	Chr2	[(134091, 134264), (133923, 134020), (133773, 133830), (133455, 133534), (133258, 133360), (133038, 133079)]
AT2G01260.1,AT2G01260.1-Protein;	Chr2	[(137253, 137504), (136938, 137164), (136623, 136851), (136170, 136255), (135996, 136087), (135494, 135717)]
AT2G01260.2,AT2G01260.2-Protein;	Chr2	[(137253, 137504), (136938, 137164), (136623, 136851), (136170, 136255), (135907, 136087)]
AT2G01260.3,AT2G01260.3-Protein;	Chr2	[(137253, 137504), (136938, 137164), (136623, 136851), (135996, 136087), (135714, 135717)]
AT2G01275.1,AT2G01275.1-Protein;	Chr2	[(143564, 143809), (143408, 143479), (143030, 143230), (142874, 142954), (142610, 142789)]
AT2G01275.2,AT2G01275.2-Protein;	Chr2	[(143564, 143809), (143408, 143479), (143030, 143230), (142874, 142954), (142610, 142789)]
AT2G01290.1,AT2G01290.1-Protein;	Chr2	[(149192, 149989)]
AT2G01300.1,AT2G01300.1-Protein;	Chr2	[(151221, 151691)]
AT2G01310.1,AT2G01310.1-Protein;	Chr2	[(152481, 152642)]
AT2G01320.1,AT2G01320.1-Protein;	Chr2	[(157806, 158063), (157509, 157699), (157279, 157429), (157050, 157182), (156760, 156961), (156384, 156660), (155940, 156071), (155621, 155841), (155240, 155452), (155061, 155145), (154669, 154983)]
AT2G01320.2,AT2G01320.2-Protein;	Chr2	[(157806, 158063), (157509, 157699), (157279, 157429), (157050, 157182), (156760, 156961), (156384, 156660), (155940, 156071), (155621, 155841), (155240, 155452), (155061, 155145), (154677, 154983), (154487, 154500)]
AT2G01320.3,AT2G01320.3-Protein;	Chr2	[(157806, 158063), (157509, 157699), (157279, 157429), (157050, 157182), (156760, 156961), (156384, 156660), (155940, 156071), (155621, 155841), (155240, 155452), (155061, 155145), (154677, 154983), (154487, 154503)]
AT2G01320.4,AT2G01320.4-Protein;	Chr2	[(157806, 158063), (157509, 157699), (157279, 157429), (157050, 157182), (156760, 156961), (156384, 156660), (155940, 156071), (155621, 155841), (155240, 155452), (155061, 155145), (154669, 154983)]
AT2G01330.1,AT2G01330.1-Protein;	Chr2	[(160364, 160755), (160042, 160203), (159771, 159957), (159275, 159697), (158761, 159174), (158417, 158674)]
AT2G01330.2,AT2G01330.2-Protein;	Chr2	[(160364, 160755), (160042, 160203), (159771, 159957), (159275, 159697), (158761, 159174), (158417, 158674)]
AT2G01350.1,AT2G01350.1-Protein;	Chr2	[(167160, 167209), (166935, 167071), (166723, 166856), (166491, 166637), (166200, 166283), (165915, 166067), (165652, 165828), (165512, 165579), (165332, 165428)]
AT2G01350.2,AT2G01350.2-Protein;	Chr2	[(166723, 166842), (166491, 166637), (166200, 166283), (165915, 166067), (165652, 165828), (165512, 165579), (165332, 165428)]
AT2G01350.3,AT2G01350.3-Protein;	Chr2	[(167160, 167209), (166935, 167071), (166723, 166856), (166491, 166619), (166200, 166283), (165915, 166067), (165652, 165828), (165512, 165579), (165332, 165428)]
AT2G01350.4,AT2G01350.4-Protein;	Chr2	[(166935, 167058), (166723, 166856), (166491, 166637), (166200, 166283), (165915, 166067), (165652, 165828), (165512, 165579), (165332, 165428)]
AT2G01370.1,AT2G01370.1-Protein;	Chr2	[(168791, 169549)]
AT2G01410.1,AT2G01410.1-Protein;	Chr2	[(175209, 176372)]
AT2G01420.1,AT2G01420.1-Protein;	Chr2	[(182017, 183199), (181580, 181847), (181355, 181440), (180820, 180977), (180649, 180725), (180478, 180544)]
AT2G01420.2,AT2G01420.2-Protein;	Chr2	[(182005, 183199), (181580, 181847), (181355, 181440), (180820, 180977), (180649, 180725), (180478, 180544)]
AT2G01430.1,AT2G01430.1-Protein;	Chr2	[(190072, 190369), (189598, 189788), (189398, 189477), (187798, 188056)]
AT2G01440.1,AT2G01440.1-Protein;	Chr2	[(196699, 196780), (196492, 196581), (196157, 196390), (195882, 195953), (195594, 195746), (195374, 195517), (195009, 195167), (194820, 194903), (194127, 194699), (193950, 194042)]
AT3G01015.1,AT3G01015.1-Protein;	Chr3	[(3203, 4017), (3064, 3109), (2885, 2977), (2690, 2809), (2428, 2526), (2223, 2282), (2048, 2142), (1798, 1936)]
AT3G01060.1,AT3G01060.1-Protein;	Chr3	[(18489, 18782), (18208, 18357), (17723, 17981), (17430, 17648), (17209, 17351), (16831, 17133)]
AT3G01060.2,AT3G01060.2-Protein;	Chr3	[(18489, 18782), (18208, 18357), (17723, 17981), (17430, 17624), (17209, 17351), (16831, 17133)]
AT3G01060.3,AT3G01060.3-Protein;	Chr3	[(18489, 18782), (18208, 18357), (17723, 17981), (17430, 17648), (17209, 17351), (17055, 17108)]
AT3G01090.1,AT3G01090.1-Protein;	Chr3	[(33788, 33977), (33479, 33663), (33194, 33376), (32970, 33101), (32668, 32853), (32487, 32576), (32294, 32377), (32083, 32220), (31761, 31997), (31437, 31550)]
AT3G01090.2,AT3G01090.2-Protein;	Chr3	[(34078, 34143), (33788, 33980), (33479, 33663), (33194, 33376), (32970, 33101), (32668, 32853), (32487, 32576), (32294, 32377), (32083, 32220), (31761, 31997), (31437, 31550)]
AT3G01090.3,AT3G01090.3-Protein;	Chr3	[(33788, 33977), (33479, 33663), (33194, 33376), (32970, 33101), (32668, 32853), (32487, 32576), (32294, 32377), (32083, 32220), (31761, 31997), (31437, 31550)]
AT3G01100.1,AT3G01100.1-Protein;	Chr3	[(37893, 38176), (37667, 37816), (37515, 37578), (37220, 37429), (36950, 37138), (36576, 36874), (36214, 36490), (35852, 36127), (35322, 35555), (35013, 35141)]
AT3G01100.2,AT3G01100.2-Protein;	Chr3	[(37893, 38176), (37667, 37816), (37515, 37578), (37220, 37429), (36950, 37138), (36576, 36874), (36214, 36490), (35810, 36127)]
AT3G01120.1,AT3G01120.1-Protein;	Chr3	[(41319, 41865), (41136, 41239), (40944, 41017), (40668, 40836), (40508, 40567), (40224, 40427), (40043, 40129), (39857, 39964), (39674, 39769), (39464, 39582), (39234, 39357)]
AT3G01130.1,AT3G01130.1-Protein;	Chr3	[(45475, 45522), (45312, 45377), (44714, 44761)]
AT3G01130.2,AT3G01130.2-Protein;	Chr3	[(45475, 45522), (45312, 45377), (44911, 44949)]
AT3G01140.1,AT3G01140.1-Protein;	Chr3	[(48007, 48143), (47773, 47897), (47559, 47688), (47118, 47470), (46619, 47040)]
AT3G01160.1,AT3G01160.1-Protein;	Chr3	[(56886, 57449), (56702, 56776), (56274, 56509), (56030, 56192), (55816, 55944), (55009, 55709), (54655, 54928)]
AT3G01180.1,AT3G01180.1-Protein;	Chr3	[(65397, 65678), (64461, 65127), (64294, 64358), (64105, 64182), (63891, 64001), (63762, 63806), (63501, 63674), (62456, 63412)]
AT3G01190.1,AT3G01190.1-Protein;	Chr3	[(68265, 68477), (67984, 68169), (67726, 67885), (67236, 67642)]
AT3G01200.1,AT3G01200.1-Protein;	Chr3	[(70962, 71348), (70072, 70711), (69826, 69932)]
AT3G01230.1,AT3G01230.1-Protein;	Chr3	[(76937, 77317)]
AT3G01240.1,AT3G01240.1-Protein;	Chr3	[(78545, 78937)]
AT3G01260.1,AT3G01260.1-Protein;	Chr3	[(81558, 82005), (81418, 81467), (81247, 81337), (81040, 81150), (80639, 80939), (80244, 80523)]
AT3G01270.1,AT3G01270.1-Protein;	Chr3	[(84524, 84720), (83538, 84297), (83194, 83439), (82892, 83116)]
AT3G01290.1,AT3G01290.1-Protein;	Chr3	[(89168, 89356), (88970, 89090), (88693, 88881), (88252, 88610)]
AT3G01300.1,AT3G01300.1-Protein;	Chr3	[(93110, 93335), (92485, 92822), (92262, 92397), (91730, 91866), (91514, 91637), (90817, 91328)]
AT3G01310.1,AT3G01310.1-Protein;	Chr3	[(101514, 101603), (101297, 101356), (100970, 101016), (100735, 100818), (100547, 100610), (100263, 100416), (100084, 100154), (99858, 99962), (99485, 99577), (99214, 99288), (99005, 99090), (98623, 98829), (98432, 98531), (98276, 98346), (98015, 98096), (97609, 97767), (97418, 97460), (97230, 97312), (97014, 97076), (96858, 96932), (96551, 96682), (96109, 96344), (95957, 96001), (95804, 95870), (95589, 95660), (95246, 95484), (95107, 95164), (94854, 95021), (94685, 94759), (94343, 94609)]
AT3G01310.2,AT3G01310.2-Protein;	Chr3	[(101532, 101603), (101297, 101356), (100970, 101016), (100735, 100818), (100547, 100610), (100263, 100416), (100084, 100154), (99858, 99962), (99485, 99577), (99214, 99288), (99005, 99090), (98623, 98829), (98432, 98531), (98276, 98346), (98015, 98096), (97609, 97767), (97418, 97460), (97230, 97312), (97014, 97076), (96858, 96932), (96551, 96682), (96109, 96344), (95957, 96001), (95804, 95870), (95589, 95660), (95246, 95484), (95107, 95164), (94854, 95021), (94685, 94759), (94343, 94609)]
AT3G01311.1,AT3G01311.1-Protein;	Chr3	[(104054, 104287), (103501, 103773), (103043, 103414)]
AT3G01319.1,AT3G01319.1-Protein;	Chr3	[(106296, 106436)]
AT3G01323.1,AT3G01323.1-Protein;	Chr3	[(121120, 121416)]
AT3G01324.1,AT3G01324.1-Protein;	Chr3	[(122140, 122448)]
AT3G01325.1,AT3G01325.1-Protein;	Chr3	[(123412, 123720)]
AT3G01327.1,AT3G01327.1-Protein;	Chr3	[(116231, 116548)]
AT3G01328.1,AT3G01328.1-Protein;	Chr3	[(117254, 117568)]
AT3G01329.1,AT3G01329.1-Protein;	Chr3	[(118873, 119178)]
AT3G01330.1,AT3G01330.1-Protein;	Chr3	[(126711, 126805), (126564, 126631), (126335, 126387), (126187, 126264), (126044, 126097), (125840, 125918), (125559, 125626), (125392, 125464), (125234, 125295), (124770, 125130), (124596, 124669)]
AT3G01331.1,AT3G01331.1-Protein;	Chr3	[(119618, 119917)]
AT3G01340.1,AT3G01340.1-Protein;	Chr3	[(127557, 128465)]
AT3G01340.2,AT3G01340.2-Protein;	Chr3	[(127557, 128465)]
AT3G01360.1,AT3G01360.1-Protein;	Chr3	[(137772, 138731)]
AT3G01360.2,AT3G01360.2-Protein;	Chr3	[(137772, 138731)]
AT3G01380.1,AT3G01380.1-Protein;	Chr3	[(149549, 149828), (149203, 149394), (148954, 149109), (148522, 148815), (147896, 148113), (147728, 147802), (147446, 147512), (146888, 147189), (146485, 146718), (146214, 146401), (145746, 145887), (145563, 145671), (145372, 145474), (145098, 145287), (144889, 144987), (144740, 144798), (144543, 144648), (144288, 144455)]
AT3G01390.1,AT3G01390.1-Protein;	Chr3	[(150835, 150922), (150496, 150596), (150265, 150408)]
AT3G01390.2,AT3G01390.2-Protein;	Chr3	[(150835, 150922), (150496, 150596), (150265, 150408)]
AT3G01410.1,AT3G01410.1-Protein;	Chr3	[(155329, 155439), (155079, 155237), (154835, 154900), (154582, 154701), (154257, 154493), (154052, 154159), (153811, 153862), (153650, 153681)]
AT3G01410.2,AT3G01410.2-Protein;	Chr3	[(155329, 155439), (155079, 155237), (154835, 154900), (154582, 154701), (154257, 154493), (154052, 154159), (153811, 153862), (153650, 153681)]
AT3G01420.1,AT3G01420.1-Protein;	Chr3	[(162619, 162726), (162191, 162454), (161872, 162021), (161640, 161773), (161208, 161424), (160960, 161105), (160637, 160864), (160342, 160544), (160020, 160263), (159689, 159914)]
AT3G01430.1,AT3G01430.1-Protein;	Chr3	[(165595, 166137)]
AT3G01435.1,AT3G01435.1-Protein;	Chr3	[(167931, 167984), (167718, 167834), (166853, 167029)]
AT3G01450.1,AT3G01450.1-Protein;	Chr3	[(171122, 171379), (170851, 170957), (170620, 170752), (170331, 170525), (169903, 170190)]
AT3G01470.1,AT3G01470.1-Protein;	Chr3	[(183947, 184034), (183628, 183767), (183301, 183540), (182648, 182998)]
AT3G01472.1,AT3G01472.1-Protein;	Chr3	[(184155, 184241)]
AT3G01490.1,AT3G01490.1-Protein;	Chr3	[(192859, 193258), (192261, 192382), (191800, 191996), (191405, 191714), (191095, 191301)]
AT3G01500.1,AT3G01500.1-Protein;	Chr3	[(196664, 196716), (196356, 196505), (196207, 196255), (195982, 196098), (195788, 195841), (195609, 195694), (195406, 195511), (195179, 195337), (194853, 194891)]
AT3G01500.2,AT3G01500.2-Protein;	Chr3	[(197652, 197873), (196664, 196725), (196356, 196505), (196207, 196255), (195982, 196098), (195788, 195841), (195609, 195694), (195406, 195511), (195179, 195337), (194853, 194891)]
AT3G01500.3,AT3G01500.3-Protein;	Chr3	[(197652, 197873), (196664, 196725), (196356, 196505), (196207, 196255), (195982, 196098), (195788, 195841), (195609, 195694), (195406, 195511), (195173, 195337)]
AT3G01510.1,AT3G01510.1-Protein;	Chr3	[(201368, 201682), (201174, 201280), (200552, 201011), (200383, 200451), (200166, 200287), (199859, 200074), (199649, 199754), (199424, 199536), (199104, 199248), (198855, 198977)]
AT3G01513.1,AT3G01513.1-Protein;	Chr3	[(202068, 202718)]
AT3G01530.1,AT3G01530.1-Protein;	Chr3	[(210980, 211151), (210764, 210893), (210352, 210670)]
AT3G01540.1,AT3G01540.1-Protein;	Chr3	[(215855, 216142), (215615, 215773), (215401, 215469), (214520, 214789), (214070, 214420), (213716, 213993), (213311, 213619), (213077, 213209)]
AT3G01540.2,AT3G01540.2-Protein;	Chr3	[(215855, 216142), (215615, 215773), (215401, 215469), (214520, 214789), (214070, 214420), (213716, 213993), (213311, 213619), (213077, 213212)]
AT3G01540.3,AT3G01540.3-Protein;	Chr3	[(215855, 216142), (215615, 215773), (215401, 215469), (214520, 214789), (214070, 214420), (213716, 213993), (213311, 213619), (213077, 213212)]
AT3G01540.4,AT3G01540.4-Protein;	Chr3	[(215855, 216142), (215615, 215773), (215401, 215469), (214520, 214789), (214070, 214420), (213716, 213993), (213311, 213619), (213077, 213212)]
AT3G01550.1,AT3G01550.1-Protein;	Chr3	[(218560, 218856), (218326, 218448), (218105, 218257), (217911, 217996), (217728, 217809), (217521, 217640), (217359, 217436), (217122, 217251), (216947, 217029)]
AT3G01570.1,AT3G01570.1-Protein;	Chr3	[(222671, 222778), (222152, 222595)]
AT3G01572.1,AT3G01572.1-Protein;	Chr3	[(222968, 223081)]
AT3G01580.1,AT3G01580.1-Protein;	Chr3	[(223529, 225511)]
AT4G00005.1,AT4G00005.1-Protein;	Chr4	[(1180, 1536)]
AT4G00020.1,AT4G00020.1-Protein;	Chr4	[(10211, 10364), (9982, 10125), (9686, 9847), (8463, 9437), (8244, 8368), (8001, 8155), (7712, 7834), (7453, 7638), (7294, 7375), (7144, 7194), (6975, 7056), (6760, 6871), (6605, 6676), (5657, 5855), (5406, 5588), (4977, 5119), (4839, 4901), (4545, 4749), (4265, 4438), (4107, 4172)]
AT4G00020.2,AT4G00020.2-Protein;	Chr4	[(10211, 10364), (9982, 10125), (9686, 9847), (8463, 9437), (8244, 8368), (8029, 8155), (7914, 7947), (7712, 7813), (7453, 7638), (7294, 7375), (7144, 7194), (6975, 7056), (6760, 6871), (6605, 6676), (5657, 5855), (5406, 5588), (4977, 5119), (4839, 4901), (4545, 4749), (4227, 4438), (4127, 4149), (2895, 3022)]
AT4G00026.1,AT4G00026.1-Protein;	Chr4	[(13172, 13285), (12924, 12959), (12791, 12809), (12573, 12706), (12262, 12440), (12131, 12179), (11897, 12016), (11634, 11792)]
AT4G00070.1,AT4G00070.1-Protein;	Chr4	[(31270, 31426), (30900, 30985), (30072, 30137), (29849, 29983), (29672, 29767)]
AT4G00110.1,AT4G00110.1-Protein;	Chr4	[(38702, 39994)]
AT4G00120.1,AT4G00120.1-Protein;	Chr4	[(42601, 43197)]
AT4G00124.1,AT4G00124.1-Protein;	Chr4	[(45275, 45370)]
AT4G00140.1,AT4G00140.1-Protein;	Chr4	[(53279, 53449), (52760, 52859), (52320, 52523), (51166, 51464)]
AT4G00150.1,AT4G00150.1-Protein;	Chr4	[(57429, 59105)]
AT4G00165.1,AT4G00165.1-Protein;	Chr4	[(69433, 69819)]
AT4G00165.2,AT4G00165.2-Protein;	Chr4	[(69433, 69819)]
AT4G00170.1,AT4G00170.1-Protein;	Chr4	[(72034, 72085), (71820, 71893), (71658, 71739), (71457, 71572), (71210, 71371), (71099, 71140), (70933, 71010), (70732, 70845)]
